ticker,date,time,title,compound
GOOGL,2023-08-01,01:05PM,AI hype boomed to start 2023. Earnings reveal gains won't appear 'overnight.',0.34
GOOGL,2023-08-01,12:59PM,Meta and Google plan to make generative A.I. an inescapable part of your life,0.0
GOOGL,2023-08-01,11:50AM,"What The Generative AI Boom Means For Your Job, The Economy And The S&P 500",0.0
GOOGL,2023-08-01,10:07AM,Alphabet's Secret Weapon Just Proved Why the Stock Is a Screaming Buy,-0.5859
GOOGL,2023-08-01,09:21AM,1 Popular AI Stock I'm Not So Sure About,0.1584
GOOGL,2023-08-01,08:29AM,4 Top-Performing Leveraged ETFs of Last Week,0.0
GOOGL,2023-08-01,08:05AM,3 Stocks That Are Fantastic Deals Right Now,0.5574
GOOGL,2023-08-01,05:25AM,Q2 Results Show Fears About Alphabet Are Overblown,-0.4215
GOOGL,2023-08-01,05:12AM,A Bull Market Is Coming: 1 Magnificent AI Growth Stock to Buy Like There's No Tomorrow and Hold Forever,0.7783
GOOGL,2023-08-01,04:56AM,Chatbots sometimes make things up. Is AIs hallucination problem fixable?,-0.4019
GOOGL,2023-07-31,05:01PM,The 2023 stock market rally got a lot healthier in June and July,0.0
GOOGL,2023-07-31,03:58PM,20 Worst Performing Economies in 2023,-0.6249
GOOGL,2023-07-31,01:18PM,AI 'driving' valuation growth for Big Tech stocks: Analyst,0.3818
GOOGL,2023-07-31,12:35PM,Read This Before You Pick Your Favorite Artificial Intelligence Stocks,0.7269
GOOGL,2023-07-31,12:13PM,"Trucking Firm Yellow Ceases Operations, Walmart Buys Out Tiger Global's Stake, Former Disney Executives Join As Advisers To CEO Bob Iger: Today's Top Stories",0.4588
GOOGL,2023-07-31,11:43AM,1 Trillion-Dollar Growth Stock Down 11% You'll Regret Not Buying on the Dip,-0.0516
GOOGL,2023-07-31,11:29AM,"The Easiest Way to Remember the ""Magnificent 7"" Stocks -- And Why You Should Care",0.872
GOOGL,2023-07-31,09:52AM,Googles Dominance Sparks South African Antitrust Crackdown,0.2023
GOOGL,2023-07-31,09:37AM,3 Innovative AI Stocks Primed for the Bull Market Ahead,0.4404
GOOGL,2023-07-31,09:10AM,Its Halftime for Big Tech Earnings. Apple and Amazon Are Up Next.,0.1779
GOOGL,2023-07-31,08:32AM,10 Best Small Cap AI Stocks To Buy Now,0.6369
GOOGL,2023-07-31,08:12AM,Weekly Stock List,0.0
GOOGL,2023-07-31,05:54AM,"Could Tesla Beat Google, Amazon, and Nvidia in Joining the $2 Trillion Club?",0.1779
GOOGL,2023-07-31,02:20AM,UPDATE 3-Italian watchdog OKs Google's commitments to end data case,0.128
GOOGL,2023-07-31,02:06AM,Italy's antitrust accepts Google's proposals to end data portability case,0.3182
GOOGL,2023-07-30,02:56PM,50 Most Populated Countries In 2050,0.0
GOOGL,2023-07-30,06:16AM,Alphabet's Growth Is Accelerating: Is It Time to Buy This Unstoppable Stock?,0.2023
GOOGL,2023-07-30,05:21AM,"1 Supercharged Growth Stock That's a Shoo-in to Rejoin Apple, Microsoft, Alphabet, Amazon, and Nvidia in the $1 Trillion Club",0.5106
GOOGL,2023-07-30,05:02AM,TipRanks Perfect 10 List: These 2 Tech Titans Could Reach New Highs,0.5859
GOOGL,2023-07-30,12:01AM,"This week in tech: Surges at Alphabet, Meta, Intel; Microsoft's growing AI spend",0.1779
GOOGL,2023-07-29,08:13PM,Why Alphabet Stock Soared Higher This Week,0.0
GOOGL,2023-07-29,10:00AM,"Alphabet (NASDAQ:GOOGL) jumps 10% this week, though earnings growth is still tracking behind five-year shareholder returns",0.3818
GOOGL,2023-07-29,07:22AM,A Bull Market Is Coming: 1 Artificial Intelligence (AI) Growth Stock Has Billionaires Betting Big,0.6908
GOOGL,2023-07-28,10:15PM,Morningstar | A Weekly Summary of Stock Ideas and Developments in the Companies We Cover,0.0
GOOGL,2023-07-28,06:56PM,Weekly Roundup,0.0
GOOGL,2023-07-28,06:48PM,"Alphabet, Meta Platforms, and Boeing Stock Could Climb",0.0
GOOGL,2023-07-28,03:59PM,Big Tech Giants Are Working to Change the Mapping Industry,0.0
META,2023-08-04,04:15PM,"Meta Beat Expectations, But Investors Shouldn't Overlook These 2 Concerning Numbers",0.0
META,2023-08-04,02:59PM,Mark Zuckerberg is copying Snapchat againbut this time its because of Apple,0.0
META,2023-08-04,09:45AM,"AI Lovefest Fuels Massive Bets On Meta, Tesla, Google And Beyond",0.0
META,2023-08-04,09:33AM,Q2 2023 Integral Ad Science Holding Corp Earnings Call,0.0
META,2023-08-04,08:57AM,"Apple iPhone sales drop more than analysts' estimates, revenue falls for third straight quarter",-0.0516
META,2023-08-04,08:20AM,Is Meta Platforms a Top Growth Stock Again?,0.5267
META,2023-08-04,08:16AM,"""Big Tech"" Earnings Review: ETFs in Focus",0.0
META,2023-08-03,06:28PM,Why Alibaba Stock Bounced Back on Thursday,0.0
META,2023-08-03,06:00PM,"Apple iPhone sales drop more than forecast, revenue falls for third straight quarter",-0.0516
META,2023-08-03,03:04PM,Facebook owner Meta carries out threat to block news in Canada. Google plans to do the same,-0.743
META,2023-08-03,10:57AM,Crypto's big two weeks: Here's what happened and what it could mean,0.0
META,2023-08-03,10:32AM,"Tesla cars only reach half the range advertised, drivers claim",0.0258
META,2023-08-03,10:32AM,Elon Musk's Tesla faces legal battle with drivers over false advertising,-0.2732
META,2023-08-03,10:30AM,"News outfit AFP sues X/Twitter over the content it carries, and Elon Musks reaction is not wrong",0.3724
META,2023-08-03,07:30AM,Why Meta Platforms Is the Only Social Network Worth Owning,0.2263
META,2023-08-03,07:00AM,Mark Zuckerberg Thinks AI Can Disrupt These Businesses,0.0
META,2023-08-03,06:05AM,"After a Stellar Start to the Year, Meta Could Have an Even Better Second Half of 2023",0.4404
META,2023-08-03,05:29AM,Elon Musks X sued by AFP for allegedly refusing to pay for news,-0.4767
META,2023-08-02,04:49PM,Zuckerbergs Meta comes under attack from human rights campaigners,-0.4767
META,2023-08-02,03:53PM,Furious Facebook Reels creators are discussing legal action after Meta reduced promised payouts by thousands of dollars due to a display error,-0.5267
META,2023-08-02,11:45AM,UAW Says Costly EV Transition Wont Change Unions Demands,-0.1027
META,2023-08-02,10:29AM,Meta releases AudioCraft AI tool to create music from text,0.2732
META,2023-08-02,10:05AM,Meta Platforms begins removing news content from Facebook and Instagram in Canada,0.0
META,2023-08-02,08:11AM,1 Hot AI Stock to Buy Hand Over Fist Before It Joins the $1 Trillion Club,0.4939
META,2023-08-02,01:30AM,PRESS DIGEST-Wall Street Journal - August 2,0.0
META,2023-08-01,08:00PM,Meta Working on Generative AI Chatbots With Personalities,0.0
META,2023-08-01,06:24PM,Meta Platforms Begins Blocking News for Canadian Users,-0.3818
META,2023-08-01,05:22PM,"TikTok, Reels, YouTube Shorts: Short-form video is 'attracting a lot of ad dollars,' says DoubleVerify CEO",0.4767
META,2023-08-01,04:10PM,"Arista Slays Bears As Earnings Beat Amid Microsoft, Meta Worries",-0.4215
META,2023-08-01,02:36PM,Meta Platforms to Begin Blocking News for Canadian Users,-0.3818
META,2023-08-01,01:05PM,AI hype boomed to start 2023. Earnings reveal gains won't appear 'overnight.',0.34
META,2023-08-01,12:59PM,Meta and Google plan to make generative A.I. an inescapable part of your life,0.0
META,2023-08-01,12:54PM,UPDATE 3-Meta starts blocking news in Canada over law on paying publishers,-0.3818
META,2023-08-01,12:44PM,Meta starts process to end news availability in Canada,0.0
META,2023-08-01,10:42AM,Seeing more interest in AI than metaverse: Strategist,0.5095
META,2023-08-01,09:47AM,Meta to seek user consent for targeted ads in the EU,0.2263
META,2023-08-01,09:33AM,"Meta stock just had a monster July, and here's why August could be sizzling too",0.0
META,2023-08-01,08:29AM,4 Top-Performing Leveraged ETFs of Last Week,0.0
META,2023-08-01,08:05AM,3 Stocks That Are Fantastic Deals Right Now,0.5574
META,2023-08-01,07:40AM,Meta Offers to Seek Consent for Highly Personalized Ads in Europe,0.2263
META,2023-08-01,07:28AM,Analyst Report: Meta Platforms Inc,0.0
META,2023-08-01,07:14AM,5 Things to Know Before Markets Open,0.0
META,2023-08-01,07:13AM,"Market Digest: CNI, CP, ADM, NOC, OC, AWK, META, LIN, CARR",0.0
META,2023-08-01,07:00AM,"At US$319, Is Meta Platforms, Inc. (NASDAQ:META) Worth Looking At Closely?",0.2263
META,2023-08-01,07:00AM,Companies Weigh Growing Power of Cloud Providers Amid AI Boom,0.1779
META,2023-08-01,05:35AM,UPDATE 1-Meta prepares AI-powered chatbots in attempt to retain users - FT,0.0
META,2023-08-01,05:15AM,Better Buy: Meta Platforms vs. Snap,0.4404
META,2023-08-01,01:56AM,Meta preparing to launch chatbots with personas - FT,0.0
META,2023-08-01,01:23AM,"Busy earnings day, Meta reportedly prepares AI chatbot - what's moving markets",0.0
META,2023-08-01,12:43AM,Meta prepares AI-powered chatbots in attempt to retain users - FT,0.0
META,2023-08-01,12:00AM,Meta prepares chatbots with personas to try to retain users,0.0
META,2023-07-31,05:01PM,The 2023 stock market rally got a lot healthier in June and July,0.0
META,2023-07-31,04:52PM,"S&P 500, Nasdaq rise for fifth month in a row",0.0
META,2023-07-31,04:24PM,"Apple, Meta Hot Streaks Fuel Nasdaq 100s July Rally",0.0
META,2023-07-31,04:16PM,"In Latest Letter, Elon Musks Lawyer Pushes Back on Research About Hate Speech",-0.5719
META,2023-07-31,09:49AM,The New York Times Co. (NYT) Flourishes on Subscriber Growth,0.3818
META,2023-07-31,09:10AM,Its Halftime for Big Tech Earnings. Apple and Amazon Are Up Next.,0.1779
META,2023-07-31,09:09AM,3 Stocks to Buy If They Take a Dip,0.0
META,2023-07-31,07:58AM,10 Stocks Getting a Huge Vote of Confidence From Wall Street Analysts,0.6808
META,2023-07-31,05:10AM,"Mark Zuckerberg Says the Market Is Sending a ""Sobering Signal"": Here's What That Could Mean for Meta Stock",-0.2023
META,2023-07-30,12:00PM,1 Unstoppable Stock on the Cusp of Joining Nvidia in the $1 Trillion Club in 2023,-0.2023
META,2023-07-30,07:00AM,"I Was Wrong: Meta Can Do More With Less, For Now",-0.4767
META,2023-07-30,05:21AM,"1 Supercharged Growth Stock That's a Shoo-in to Rejoin Apple, Microsoft, Alphabet, Amazon, and Nvidia in the $1 Trillion Club",0.5106
META,2023-07-30,12:01AM,"This week in tech: Surges at Alphabet, Meta, Intel; Microsoft's growing AI spend",0.1779
META,2023-07-29,07:00AM,"Is Meta Stock Still A Buy After Facebook Parent Surges On Earnings, Outlook?",0.0
META,2023-07-29,07:00AM,Twitter Is Now 'X': How Other Rebrands Have Succeeded,0.4215
META,2023-07-29,06:41AM,Is It Too Late to Buy Meta Platforms Stock?,0.0
META,2023-07-28,06:48PM,"Alphabet, Meta Platforms, and Boeing Stock Could Climb",0.0
META,2023-07-28,05:43PM,These 3 Quarterly Releases Positively Shocked the Market,0.2732
META,2023-07-28,05:00PM,Is Meta Platforms Stock a Buy Now?,0.0
META,2023-07-28,04:55PM,"Inflation cooling, Palantir stock jumps, 'Barbie' box office haul: Friday's top stories",0.2023
META,2023-07-28,04:49PM,"Roku, Intel, Meta, Snap: Earnings season winners and losers",-0.0772
META,2023-07-28,04:48PM,"The Score: Mattel, PacWest, Meta and More Stocks That Defined the Week",0.0
META,2023-07-28,03:39PM,Big Tech Earnings Give Reason for Hope. Now Its Up to Apple and Amazon.,0.5574
META,2023-07-28,03:37PM,Musk vs. Zuckerberg: Who would win in a cage match?,0.5859
META,2023-07-28,02:06PM,"Stock Market Rallies Amid Huge Earnings, Fed Rate Hike, Inflation Data: Weekly Review",0.3182
META,2023-07-28,01:58PM,Why Meta Platforms Stock Rallied on Friday,0.0
META,2023-07-28,01:42PM,Big Techs buzzword season,0.0
META,2023-07-28,01:11PM,Why Alphabet Stock Rallied Friday,0.0
META,2023-07-28,10:29AM,Top-Performing Mutual Funds for 10 Years,0.0
META,2023-07-28,10:00AM,"Mark Zuckerberg Says AI Is First Priority, but Metaverse Still Long-Term Goal -- Is Meta Stock a Buy?",0.0
META,2023-07-28,10:00AM,"Meta Platforms Insiders Sell US$8.4m Of Stock, Possibly Signalling Caution",0.0
META,2023-07-28,09:44AM,AI Mentions on the Rise in Tech Earnings Calls as Recession Talk Fades,-0.4215
META,2023-07-28,09:05AM,1 Monster Metaverse Stock to Buy for the Long Haul,0.0
META,2023-07-28,08:28AM,Malaysia reverses plan to take legal action against Meta over harmful content,0.128
META,2023-07-28,08:07AM,Meta's Stock Gets a Surprising New Price Target,0.2732
META,2023-07-28,08:00AM,Mark Zuckerberg Snatches Prized Bragging Right From Warren Buffett,0.5267
META,2023-07-28,07:00AM,RPT-Meta plans retention 'hooks' for Threads as more than half of users leave app,-0.0516
META,2023-07-28,05:30AM,"Facebook Bowed to White House Pressure, Removed Covid Posts",-0.296
META,2023-07-28,05:25AM,Qualcomm and Meta Team Up on AI -- 1 of These Is an AI Sleeper Stock,0.0
META,2023-07-28,03:30AM,Dont Be Fooled by the Stock Markets Summer Doldrums,0.2924
META,2023-07-28,01:15AM,4 big analyst picks: Meta notches several upgrades on strong Q2 Performance,0.5106
META,2023-07-28,01:11AM,"5 big earnings hits: Meta delights, Microsoft warns in huge week for tech, AI",0.5994
META,2023-07-27,09:34PM,Meta plans retention 'hooks' for Threads as more than half of users leave app,-0.0516
META,2023-07-27,09:25PM,Meta plans retention 'hooks' for Threads as more than half of users leave app,-0.0516
META,2023-07-27,07:00PM,Is This The Best Way To Play The $700 Billion EV Boom?,0.765
META,2023-07-27,06:02PM,"Threads can become the purest form of social media as long as Meta and Mark Zuckerberg agree to one thing, says tech exec",0.3612
META,2023-07-27,05:59PM,"Meta's Reels revenue narrows in on TikTok, boosted by AI",0.3612
META,2023-07-27,05:55PM,Why Few Investors Were Excited About Alphabet Stock Today,0.34
META,2023-07-27,05:50PM,"Meta's Reels revenue narrows in on TikTok, boosted by AI",0.3612
